walking_tick_	current_step_num_	current_link_q_leg_(0)	current_link_q_leg_(1)	current_link_q_leg_(2)	current_link_q_leg_(3)	current_link_q_leg_(4)	current_link_q_leg_(5)	current_link_q_leg_(6)	current_link_q_leg_(7)	current_link_q_leg_(8)	current_link_q_leg_(9)	current_link_q_leg_(10)	current_link_q_leg_(11)
1111	2	8.66876e-05	-0.0278212	-0.189167	0.710783	-0.521515	0.0272459	0.000401904	-0.0942912	-0.0433402	-0.705045	0.748036	0.0937816
1112	2	0.000258481	-0.0302468	-0.187603	0.711523	-0.523588	0.02978	0.000307784	-0.0967703	-0.0460193	-0.703515	0.748838	0.0963901
1113	2	0.000176243	-0.0327879	-0.186122	0.712235	-0.525626	0.0323446	0.000445873	-0.0992889	-0.0486135	-0.701817	0.749992	0.0989971
1114	2	0.000267742	-0.0351894	-0.184323	0.712751	-0.5276	0.0348552	0.000381098	-0.101503	-0.0512849	-0.700358	0.750623	0.100901
1115	2	0.000259448	-0.0375231	-0.182789	0.713433	-0.529597	0.037328	0.000299517	-0.104046	-0.0540581	-0.698627	0.751549	0.103867
1116	2	0.000218894	-0.039711	-0.181201	0.713959	-0.531445	0.0396667	0.00027482	-0.106228	-0.0567446	-0.697011	0.752538	0.106289
1117	2	0.000189174	-0.0420821	-0.179543	0.714388	-0.533264	0.0420862	0.000296929	-0.108506	-0.0594389	-0.695343	0.753423	0.10845
1118	2	8.27427e-05	-0.0443805	-0.178083	0.715059	-0.535138	0.0445104	0.000628085	-0.110774	-0.0618879	-0.693656	0.753224	0.111503
1119	2	4.63592e-05	-0.0467814	-0.176046	0.715464	-0.537031	0.0469259	0.000608693	-0.11279	-0.0649651	-0.692214	0.754274	0.113032
1120	2	1.79793e-05	-0.0492274	-0.175013	0.715997	-0.538742	0.0492455	0.000498278	-0.11534	-0.0673622	-0.690312	0.755428	0.115692
1121	2	0.000115219	-0.0513877	-0.173464	0.71634	-0.540435	0.0514721	0.000369292	-0.117396	-0.0698826	-0.688578	0.755684	0.117807
1122	2	0.000160923	-0.0537091	-0.171653	0.7168	-0.542245	0.0536549	0.00033445	-0.119593	-0.072783	-0.686786	0.755975	0.119807
1123	2	7.07993e-05	-0.0559412	-0.170175	0.717215	-0.544062	0.0559369	0.00031427	-0.121797	-0.0754285	-0.68512	0.757268	0.121908
1124	2	1.8536e-05	-0.0579206	-0.169175	0.717531	-0.545619	0.0579746	0.00045449	-0.12379	-0.077477	-0.683231	0.757746	0.124263
1125	2	4.10154e-05	-0.0601092	-0.167304	0.717675	-0.547277	0.0600681	0.000434451	-0.125753	-0.080104	-0.681691	0.758145	0.125785
1126	2	0.000176236	-0.0622678	-0.165966	0.718108	-0.548959	0.0621423	0.000224505	-0.127725	-0.0823595	-0.680476	0.759101	0.12821
1127	2	0.000208359	-0.0644058	-0.164666	0.718365	-0.550573	0.0642006	0.000208648	-0.129579	-0.0843848	-0.679405	0.760269	0.129977
1128	2	0.000192246	-0.066566	-0.163358	0.718553	-0.552167	0.0662181	0.000243998	-0.131497	-0.0862825	-0.678497	0.761647	0.131971
1129	2	7.96794e-06	-0.068855	-0.161911	0.71866	-0.553767	0.0681552	0.000498006	-0.133555	-0.0879727	-0.677769	0.762535	0.133519
1130	2	-6.30879e-05	-0.070912	-0.160417	0.718928	-0.555501	0.0700299	0.000611654	-0.135279	-0.0895843	-0.677382	0.763499	0.135404
1131	2	4.15229e-05	-0.0731613	-0.159066	0.719026	-0.557036	0.0717419	0.000375891	-0.137187	-0.0908132	-0.677087	0.765377	0.136936
1132	2	4.08117e-05	-0.0751203	-0.157607	0.719223	-0.558597	0.0733986	0.000347617	-0.138944	-0.0919015	-0.677069	0.76702	0.138689
1133	2	7.84533e-05	-0.0770324	-0.156009	0.719364	-0.560133	0.0750199	0.000234997	-0.140954	-0.0929916	-0.67714	0.768971	0.140371
1134	2	0.000108223	-0.0786843	-0.154648	0.719565	-0.5616	0.0766101	0.000204579	-0.143007	-0.0936316	-0.67746	0.770766	0.142171
1135	2	8.33884e-05	-0.0802622	-0.153136	0.7197	-0.56302	0.0781845	0.000310978	-0.144918	-0.0940705	-0.678062	0.772533	0.143951
1136	2	0.000146945	-0.0819248	-0.151575	0.719756	-0.564362	0.0797242	0.000365763	-0.14648	-0.0942476	-0.679046	0.774276	0.145702
1137	2	0.000245871	-0.0837707	-0.150074	0.719753	-0.565614	0.0812338	0.000338802	-0.14792	-0.0941001	-0.680389	0.776001	0.147427
1138	2	0.000289106	-0.085681	-0.148631	0.719749	-0.566807	0.0826862	0.000342783	-0.149317	-0.0936968	-0.682029	0.777711	0.149125
1139	2	0.000296624	-0.0875877	-0.147258	0.71975	-0.567955	0.0840616	0.000355846	-0.150778	-0.0930919	-0.683963	0.779403	0.1508
1140	2	0.000265244	-0.0894561	-0.145967	0.719736	-0.569054	0.0853644	0.000364388	-0.152388	-0.0922624	-0.686183	0.781071	0.152458
1141	2	0.000216477	-0.0912173	-0.144758	0.719695	-0.570102	0.0865968	0.000367903	-0.154083	-0.0911895	-0.688676	0.782713	0.154097
1142	2	0.000164145	-0.0928305	-0.143584	0.719611	-0.571135	0.0877878	0.000371765	-0.155758	-0.0898217	-0.691461	0.784323	0.155714
1143	2	7.98246e-05	-0.094271	-0.142473	0.719479	-0.572069	0.0888825	0.000377359	-0.157361	-0.0882451	-0.694427	0.785899	0.157309
1144	2	-1.20362e-05	-0.095586	-0.14136	0.719313	-0.572973	0.0899671	0.000393485	-0.158905	-0.0863924	-0.697645	0.787437	0.15888
1145	2	-7.79807e-05	-0.096792	-0.140275	0.719136	-0.57386	0.0910746	0.000412987	-0.160418	-0.0842385	-0.701078	0.788932	0.160429
1146	2	-9.49207e-05	-0.097994	-0.139178	0.71894	-0.574739	0.0922428	0.000416021	-0.162025	-0.0818324	-0.704712	0.790381	0.161958
1147	2	-6.3138e-05	-0.0991912	-0.13808	0.718739	-0.575608	0.0934572	0.000405008	-0.16368	-0.0791731	-0.708542	0.791781	0.163467
1148	2	-5.8886e-06	-0.100397	-0.13699	0.718527	-0.576454	0.0946796	0.000389204	-0.165312	-0.076258	-0.712553	0.793128	0.164954
1149	2	4.74386e-05	-0.101632	-0.135906	0.718307	-0.577267	0.0958707	0.000371588	-0.166855	-0.0731063	-0.716735	0.794416	0.166418
1150	2	3.82233e-05	-0.102889	-0.134913	0.718087	-0.577996	0.096956	0.000382733	-0.16826	-0.0698341	-0.720922	0.795643	0.167855
1151	2	0.000166707	-0.104158	-0.133803	0.717928	-0.578835	0.0981825	0.000301531	-0.169484	-0.0659685	-0.725799	0.7968	0.16928
1152	2	0.00012592	-0.105456	-0.132748	0.717697	-0.579524	0.0991974	0.000362124	-0.170713	-0.0623583	-0.730307	0.797892	0.170664
1153	2	0.00011752	-0.106742	-0.13202	0.717518	-0.580118	0.100218	0.000373517	-0.17198	-0.0583631	-0.734996	0.79891	0.172041
1154	2	0.000129926	-0.108006	-0.131213	0.717304	-0.580667	0.101244	0.000351243	-0.173333	-0.0543659	-0.739869	0.799854	0.173396
1155	2	7.98441e-05	-0.109128	-0.130443	0.717086	-0.581162	0.102225	0.000381696	-0.17466	-0.0501425	-0.744903	0.800714	0.174729
1156	2	4.1734e-05	-0.110233	-0.1297	0.716856	-0.581639	0.103256	0.000385896	-0.176052	-0.0457182	-0.750033	0.801489	0.176046
1157	2	5.00217e-06	-0.111223	-0.128942	0.716603	-0.582114	0.104271	0.000375858	-0.177381	-0.0410932	-0.755253	0.802172	0.177342
1158	2	-3.08373e-05	-0.11211	-0.128191	0.716339	-0.582593	0.105245	0.000374611	-0.178632	-0.0362589	-0.760537	0.802761	0.178614
1159	2	-4.29332e-05	-0.112839	-0.127388	0.71599	-0.58306	0.106022	0.000361638	-0.179822	-0.0312709	-0.765879	0.803252	0.179866
1160	2	-2.6954e-05	-0.113784	-0.126696	0.715743	-0.583569	0.106914	0.000365475	-0.181208	-0.0261185	-0.771262	0.803643	0.1811
1161	2	3.21986e-05	-0.114594	-0.126072	0.715499	-0.584048	0.10784	0.000337057	-0.182416	-0.0208556	-0.776683	0.803928	0.182312
1162	2	7.78324e-05	-0.115441	-0.125457	0.71519	-0.584455	0.10876	0.000341036	-0.183632	-0.0154895	-0.782151	0.804106	0.1835
1163	2	0.000109796	-0.116314	-0.124874	0.714861	-0.584795	0.109646	0.000339734	-0.18483	-0.010032	-0.787655	0.804173	0.184669
1164	2	0.000115877	-0.1172	-0.124336	0.714551	-0.585088	0.110473	0.000338098	-0.185978	-0.00446549	-0.793178	0.804126	0.185815
1165	2	9.79792e-05	-0.118084	-0.123839	0.714282	-0.585364	0.11125	0.000341249	-0.18704	0.00121174	-0.798698	0.803961	0.186939
1166	2	6.31772e-05	-0.118956	-0.12336	0.714035	-0.585632	0.112008	0.000345428	-0.188037	0.00699835	-0.804205	0.803674	0.18804
1167	2	3.30134e-05	-0.119799	-0.122899	0.713784	-0.585883	0.112756	0.00034685	-0.189015	0.0129083	-0.80969	0.803262	0.18912
1168	2	2.17201e-05	-0.1206	-0.122454	0.713522	-0.586111	0.113488	0.000341033	-0.190029	0.0189206	-0.81514	0.802723	0.190178
1169	2	2.58781e-05	-0.121348	-0.122009	0.713255	-0.58632	0.114202	0.000333931	-0.191087	0.024998	-0.82055	0.802055	0.191217
1170	2	3.85605e-05	-0.122034	-0.121572	0.712994	-0.586511	0.114899	0.000330447	-0.192155	0.0311393	-0.825916	0.801254	0.192235
1171	2	7.80699e-05	-0.122666	-0.121019	0.71275	-0.586718	0.115603	0.000321523	-0.193208	0.0373363	-0.831303	0.800319	0.193231
1172	2	7.59804e-05	-0.123224	-0.120786	0.712508	-0.586831	0.116234	0.000329282	-0.194179	0.0436762	-0.836492	0.799246	0.194203
1173	2	9.06489e-05	-0.123796	-0.120467	0.712248	-0.586937	0.116881	0.000312984	-0.19513	0.0499458	-0.841633	0.798036	0.195153
1174	2	6.76935e-05	-0.12432	-0.120164	0.711984	-0.587038	0.117514	0.000324774	-0.19601	0.0563187	-0.846719	0.796682	0.196077
1175	2	6.53465e-05	-0.124853	-0.119891	0.711705	-0.587122	0.118125	0.00031997	-0.19691	0.0627532	-0.851703	0.795187	0.196979
1176	2	6.09705e-05	-0.125393	-0.119605	0.711432	-0.587203	0.118701	0.000310428	-0.197828	0.0691942	-0.856587	0.793548	0.197858
1177	2	4.66917e-05	-0.125938	-0.119327	0.711181	-0.587286	0.11924	0.000310694	-0.198723	0.0756587	-0.861362	0.791763	0.198713
1178	2	3.96434e-05	-0.126491	-0.119065	0.71095	-0.587362	0.119753	0.000310511	-0.19956	0.0821403	-0.866017	0.789831	0.199544
1179	2	4.77224e-05	-0.127045	-0.118835	0.710727	-0.587419	0.120248	0.000307112	-0.200322	0.0886542	-0.870544	0.787749	0.200349
1180	2	6.76778e-05	-0.127592	-0.118642	0.710506	-0.587451	0.120719	0.00029544	-0.201029	0.0951907	-0.87493	0.785516	0.201128
1181	2	0.000110258	-0.128124	-0.118309	0.710309	-0.587502	0.12119	0.000274086	-0.201712	0.101681	-0.879228	0.783133	0.201882
1182	2	7.85898e-06	-0.128647	-0.118378	0.710139	-0.587468	0.121583	0.000338787	-0.202412	0.107757	-0.883018	0.780616	0.202608
1183	2	0.000160261	-0.128971	-0.118328	0.709861	-0.587396	0.121941	0.000212354	-0.20305	0.115053	-0.887316	0.77791	0.20332
1184	2	0.000102513	-0.129487	-0.117735	0.709697	-0.587503	0.122479	0.000252663	-0.203799	0.120934	-0.891061	0.775079	0.203994
1185	2	3.936e-05	-0.129764	-0.117869	0.709512	-0.587446	0.122806	0.000315392	-0.204429	0.127689	-0.89463	0.772084	0.204643
1186	2	7.35575e-05	-0.13018	-0.117835	0.709314	-0.587381	0.123174	0.000268894	-0.205197	0.133768	-0.89789	0.76895	0.205276
1187	2	1.11509e-05	-0.13045	-0.117685	0.709147	-0.587359	0.123525	0.000295592	-0.205763	0.140064	-0.901154	0.765653	0.205871
1188	2	3.60458e-05	-0.130674	-0.117584	0.708962	-0.587314	0.123868	0.00028489	-0.206254	0.14664	-0.904289	0.762194	0.20644
1189	2	1.78212e-05	-0.130984	-0.117558	0.708778	-0.587251	0.124211	0.000291528	-0.206799	0.152673	-0.907053	0.758597	0.206981
1190	2	9.12559e-05	-0.131184	-0.117555	0.708555	-0.587156	0.124474	0.000235392	-0.2073	0.15937	-0.909801	0.754828	0.207496
1191	2	8.42865e-05	-0.131508	-0.117233	0.708416	-0.587164	0.124795	0.000226662	-0.207836	0.165192	-0.912203	0.750926	0.207981
1192	2	3.6071e-05	-0.131738	-0.117251	0.708301	-0.587109	0.125016	0.00027312	-0.208252	0.171362	-0.914402	0.746866	0.208434
1193	2	8.45261e-05	-0.132104	-0.117265	0.70822	-0.587036	0.125354	0.000244885	-0.208732	0.177297	-0.916353	0.742658	0.208864
1194	2	7.78198e-05	-0.132346	-0.117246	0.708143	-0.586936	0.125735	0.000234845	-0.208998	0.183133	-0.918107	0.738298	0.209256
1195	2	9.75982e-05	-0.132539	-0.117085	0.708038	-0.586832	0.126085	0.000228383	-0.209239	0.188906	-0.91964	0.733787	0.209617
1196	2	9.52709e-05	-0.132727	-0.117233	0.707961	-0.586716	0.126441	0.000224449	-0.209553	0.194665	-0.920893	0.729129	0.209951
1197	2	7.78676e-05	-0.132855	-0.117306	0.707854	-0.586626	0.126752	0.000218396	-0.209881	0.199987	-0.921894	0.724336	0.210255
1198	2	8.58798e-05	-0.132829	-0.117344	0.707723	-0.586545	0.127031	0.000200591	-0.210137	0.205842	-0.922671	0.719374	0.210527
1199	2	7.46626e-05	-0.132815	-0.117085	0.707591	-0.586539	0.127268	0.000203172	-0.210431	0.210929	-0.923193	0.714285	0.210768
1200	2	4.18958e-05	-0.132806	-0.117186	0.707517	-0.586485	0.127501	0.0002325	-0.210723	0.21631	-0.92343	0.709046	0.210976
1201	2	0.000110184	-0.132785	-0.117076	0.707447	-0.586449	0.127749	0.000181048	-0.210953	0.221347	-0.923358	0.703668	0.211155
1202	2	3.63323e-05	-0.132793	-0.117211	0.707404	-0.586379	0.127983	0.000238781	-0.211047	0.226089	-0.923103	0.698161	0.211294
1203	2	8.30014e-05	-0.132803	-0.117274	0.707327	-0.586285	0.128241	0.000208924	-0.21109	0.231008	-0.922474	0.692497	0.211401
1204	2	8.77013e-05	-0.132841	-0.117353	0.70726	-0.586196	0.128477	0.000199992	-0.211106	0.235608	-0.921616	0.686704	0.211473
1205	2	0.00012106	-0.132869	-0.1173	0.707224	-0.586147	0.128693	0.000175339	-0.211101	0.240062	-0.92043	0.680781	0.211512
1206	2	9.14542e-05	-0.13289	-0.117435	0.707216	-0.586087	0.128863	0.000186433	-0.211085	0.244403	-0.919	0.674737	0.211519
1207	2	7.53346e-05	-0.132879	-0.117472	0.707198	-0.586047	0.128996	0.0001704	-0.211046	0.248509	-0.91728	0.668577	0.211495
1208	2	3.43305e-05	-0.132825	-0.117474	0.707189	-0.586032	0.129088	0.000173798	-0.210959	0.252503	-0.915294	0.662305	0.211437
1209	2	2.87395e-05	-0.132738	-0.117492	0.707189	-0.586023	0.129147	0.000164761	-0.210859	0.256381	-0.913023	0.655927	0.21135
1210	2	4.85717e-05	-0.132623	-0.117507	0.707198	-0.58602	0.129182	0.000146214	-0.210746	0.260099	-0.910482	0.649453	0.211233
1211	2	6.64469e-05	-0.13248	-0.117518	0.707221	-0.586022	0.129198	0.000135811	-0.2106	0.263644	-0.907683	0.642889	0.211085
1212	2	6.13755e-05	-0.132319	-0.117538	0.707254	-0.586029	0.129199	0.000144795	-0.210419	0.266836	-0.904787	0.636252	0.210907
1213	2	0.000115979	-0.13214	-0.117563	0.707287	-0.58603	0.12918	0.000118095	-0.21022	0.270431	-0.901118	0.629511	0.210698
1214	2	0.000158273	-0.131956	-0.11736	0.707357	-0.5861	0.129146	0.000104924	-0.209988	0.27315	-0.897738	0.622722	0.210464
1215	2	0.000135157	-0.131802	-0.117527	0.707455	-0.586123	0.129088	0.000149452	-0.209732	0.276119	-0.89405	0.61586	0.210197
1216	2	0.000168073	-0.131638	-0.117634	0.707524	-0.58614	0.128998	0.000117053	-0.20944	0.278761	-0.890085	0.608942	0.209907
1217	2	0.000116508	-0.131472	-0.117673	0.707588	-0.586185	0.128871	0.000130017	-0.209068	0.28124	-0.88592	0.60197	0.209585
1218	2	9.1765e-05	-0.131312	-0.117731	0.707667	-0.586248	0.128689	0.000119678	-0.208677	0.283733	-0.881336	0.594945	0.209236
1219	2	8.00841e-05	-0.13113	-0.117706	0.707769	-0.586348	0.128479	0.000100653	-0.208279	0.285823	-0.876837	0.58789	0.208863
1220	2	3.9457e-05	-0.130951	-0.117781	0.707883	-0.586451	0.128238	0.000118303	-0.207876	0.287904	-0.872079	0.580796	0.208463
1221	2	2.69293e-05	-0.130738	-0.117807	0.707997	-0.586571	0.127964	0.000107964	-0.20745	0.289777	-0.867093	0.573675	0.208039
1222	2	5.84158e-06	-0.130502	-0.117791	0.708118	-0.586715	0.127662	0.000115872	-0.20699	0.291507	-0.861919	0.56653	0.20759
1223	2	1.76048e-05	-0.130247	-0.117799	0.708255	-0.58687	0.127332	0.000113038	-0.206521	0.29313	-0.856553	0.559367	0.207117
1224	2	4.56704e-05	-0.12997	-0.117788	0.708406	-0.587038	0.126979	9.9924e-05	-0.206026	0.29459	-0.851006	0.552193	0.206621
1225	2	6.8673e-05	-0.129678	-0.11773	0.708574	-0.587236	0.126585	8.92855e-05	-0.205493	0.295972	-0.845057	0.545011	0.206099
1226	2	8.73486e-05	-0.129349	-0.117629	0.708759	-0.58745	0.126191	7.41689e-05	-0.204931	0.297039	-0.839322	0.537839	0.205556
1227	2	7.39321e-05	-0.129014	-0.117626	0.708936	-0.587637	0.125817	9.13616e-05	-0.20437	0.29787	-0.833892	0.530692	0.204992
1228	2	6.19667e-05	-0.128728	-0.117694	0.709121	-0.587854	0.125324	0.000108648	-0.203817	0.298964	-0.826965	0.523512	0.2044
1229	2	9.58245e-05	-0.128358	-0.117539	0.709337	-0.588118	0.124856	6.31422e-05	-0.203207	0.299523	-0.820843	0.516379	0.203794
1230	2	5.16543e-05	-0.128023	-0.117496	0.709554	-0.588386	0.124363	0.000102324	-0.202555	0.300104	-0.81452	0.509268	0.203159
1231	2	6.43423e-05	-0.127654	-0.117507	0.709779	-0.588652	0.123837	7.78313e-05	-0.201878	0.300513	-0.808014	0.502189	0.202507
1232	2	3.41604e-05	-0.127305	-0.117434	0.709992	-0.588947	0.123297	7.80003e-05	-0.201196	0.300726	-0.8014	0.495148	0.201834
1233	2	9.13281e-06	-0.126939	-0.117372	0.710237	-0.589283	0.122698	8.83507e-05	-0.20048	0.300887	-0.794417	0.488146	0.201138
1234	2	2.6955e-05	-0.12652	-0.117293	0.710494	-0.58963	0.122108	6.78716e-05	-0.199756	0.300854	-0.787748	0.481199	0.200426
1235	2	1.87799e-05	-0.126106	-0.117223	0.710739	-0.58999	0.121506	8.15144e-05	-0.199033	0.300725	-0.780916	0.474305	0.199693
1236	2	1.88968e-05	-0.125655	-0.117163	0.710998	-0.590368	0.120883	7.80318e-05	-0.198283	0.300471	-0.773966	0.467473	0.198942
1237	2	-2.00255e-06	-0.125206	-0.117041	0.71127	-0.590797	0.120217	8.49456e-05	-0.197516	0.300109	-0.766665	0.460706	0.19817
1238	2	4.67257e-06	-0.124692	-0.116903	0.711561	-0.591234	0.119574	7.03921e-05	-0.196711	0.299606	-0.759733	0.454018	0.197381
1239	2	-1.49315e-06	-0.124174	-0.116761	0.711847	-0.591687	0.118921	7.80292e-05	-0.195893	0.298991	-0.752672	0.44741	0.196572
1240	2	1.96698e-06	-0.123631	-0.116642	0.712146	-0.592154	0.118256	7.32912e-05	-0.195068	0.298283	-0.745531	0.440887	0.195746
1241	2	3.10707e-07	-0.123065	-0.116505	0.712445	-0.592618	0.117614	6.77887e-05	-0.194236	0.297443	-0.738643	0.434464	0.194904
1242	2	-8.16682e-06	-0.122484	-0.116346	0.712771	-0.59313	0.116923	7.14146e-05	-0.193373	0.29652	-0.731446	0.428136	0.194042
1243	2	-1.63564e-05	-0.121903	-0.116164	0.713117	-0.593692	0.116183	7.7514e-05	-0.192494	0.295503	-0.723953	0.42191	0.193162
1244	2	-1.74472e-05	-0.121292	-0.11597	0.713462	-0.594251	0.115464	7.68437e-05	-0.191595	0.294383	-0.716763	0.415803	0.192265
1245	2	-1.9767e-05	-0.120662	-0.115763	0.713818	-0.594833	0.114731	7.37327e-05	-0.19067	0.293183	-0.709595	0.409818	0.19135
1246	2	-3.76294e-07	-0.120006	-0.115554	0.714189	-0.59543	0.113999	4.8733e-05	-0.189735	0.29195	-0.702612	0.403963	0.190421
1247	2	-1.36586e-05	-0.119351	-0.115272	0.71456	-0.596082	0.11322	6.21509e-05	-0.188767	0.290557	-0.695312	0.398237	0.18947
1248	2	9.94682e-07	-0.118641	-0.11506	0.714936	-0.596687	0.112492	5.04869e-05	-0.187793	0.289131	-0.688589	0.392661	0.188508
1249	2	-5.72497e-07	-0.117936	-0.114818	0.715329	-0.597346	0.111715	4.85011e-05	-0.186823	0.287617	-0.681637	0.387232	0.187526
1250	2	-7.90576e-06	-0.117185	-0.114553	0.71574	-0.598036	0.110914	5.11391e-05	-0.185809	0.286033	-0.674766	0.38196	0.186528
1251	2	-2.28634e-05	-0.116418	-0.114265	0.716169	-0.598787	0.110063	5.72996e-05	-0.184778	0.284388	-0.66772	0.376849	0.185511
1252	2	-2.73975e-05	-0.11562	-0.113965	0.71659	-0.599528	0.109246	5.42268e-05	-0.183745	0.282718	-0.661052	0.371915	0.18448
1253	2	-4.12537e-05	-0.114809	-0.113633	0.717031	-0.600331	0.108391	6.26153e-05	-0.182701	0.280996	-0.654261	0.36716	0.18343
1254	2	-2.4059e-05	-0.113945	-0.113313	0.717477	-0.601111	0.107592	3.87515e-05	-0.18164	0.279304	-0.64798	0.362597	0.182368
1255	2	-3.26208e-05	-0.113049	-0.112884	0.7179	-0.601921	0.106748	4.77439e-05	-0.180542	0.277484	-0.641789	0.358231	0.181285
1256	2	-4.07369e-05	-0.112147	-0.112502	0.718366	-0.60279	0.10583	5.82962e-05	-0.179454	0.275666	-0.635499	0.354067	0.180186
1257	2	-2.16656e-05	-0.111223	-0.112152	0.718846	-0.603633	0.104962	3.68505e-05	-0.178369	0.273896	-0.629711	0.350119	0.179075
1258	2	-2.90234e-05	-0.110245	-0.111687	0.719308	-0.604517	0.10403	4.85016e-05	-0.1772	0.271998	-0.62406	0.346394	0.177942
1259	2	-3.83727e-05	-0.10928	-0.111274	0.719811	-0.605467	0.103039	5.54684e-05	-0.176045	0.270122	-0.618378	0.342896	0.176794
1260	2	-2.58576e-05	-0.108311	-0.110888	0.720309	-0.606386	0.102124	3.17638e-05	-0.174905	0.268326	-0.613204	0.339638	0.175632
1261	2	-3.86205e-05	-0.107273	-0.110367	0.720779	-0.607347	0.101127	4.1854e-05	-0.17368	0.266421	-0.608221	0.33663	0.174448
1262	2	-4.41001e-05	-0.106238	-0.109895	0.721283	-0.608339	0.100099	3.8269e-05	-0.172473	0.264578	-0.603453	0.333875	0.173251
1263	2	-6.94139e-05	-0.105223	-0.109371	0.721809	-0.609416	0.0990102	5.14111e-05	-0.171283	0.26272	-0.598773	0.331385	0.172035
1264	2	-5.15634e-05	-0.104139	-0.108904	0.722354	-0.610462	0.0979826	2.83487e-05	-0.170034	0.260987	-0.59461	0.329167	0.170803
1265	2	-5.95424e-05	-0.103009	-0.108295	0.72285	-0.611541	0.0968846	3.15279e-05	-0.168735	0.259185	-0.590718	0.327247	0.169516
1266	2	-7.49503e-05	-0.101676	-0.108028	0.723093	-0.612454	0.0958162	-0.000462719	-0.167579	0.258298	-0.587496	0.326471	0.166878
1267	2	-9.20237e-05	-0.0997933	-0.107087	0.722839	-0.613242	0.0950157	-0.000522416	-0.166248	0.256982	-0.584686	0.324786	0.166081
1268	2	-0.000102457	-0.0979003	-0.105774	0.722788	-0.614238	0.0944451	-0.000358286	-0.164569	0.255018	-0.58195	0.323033	0.164883
1269	2	-0.000154086	-0.0962164	-0.104905	0.722947	-0.615304	0.093384	-0.000300129	-0.163203	0.253454	-0.579776	0.321846	0.163447
1270	2	-0.000146861	-0.0947955	-0.104396	0.723373	-0.616511	0.0920432	-0.000285657	-0.16206	0.251993	-0.577926	0.321374	0.161832
1271	2	-0.000135512	-0.0932788	-0.103956	0.723935	-0.61777	0.0907218	-0.000286995	-0.160782	0.250449	-0.576285	0.321453	0.160392
1272	2	-0.00014333	-0.0918528	-0.103352	0.724421	-0.619001	0.0895693	-0.000248822	-0.159511	0.248833	-0.574801	0.321788	0.159139
1273	2	-0.000143	-0.0906351	-0.102628	0.724888	-0.620298	0.0882676	-0.00017743	-0.158396	0.247342	-0.573645	0.322287	0.157774
1274	2	-0.00024373	-0.0897043	-0.10195	0.725699	-0.621575	0.0874155	-9.91798e-05	-0.157366	0.2459	-0.572861	0.323016	0.156214
1275	2	-0.000395641	-0.088131	-0.101111	0.726458	-0.62265	0.0861889	-7.43797e-05	-0.155932	0.244527	-0.572469	0.323921	0.154864
1276	2	-0.000491803	-0.086251	-0.100137	0.72726	-0.623797	0.0847132	-8.83686e-05	-0.154385	0.243239	-0.572436	0.324884	0.154109
1277	2	-0.000530588	-0.0846821	-0.0992633	0.72816	-0.625098	0.0833535	-5.05453e-05	-0.15284	0.242113	-0.572568	0.325958	0.153013
1278	2	-0.000546112	-0.0832038	-0.0985871	0.729098	-0.626545	0.0822165	-2.06206e-05	-0.151143	0.241298	-0.573011	0.327541	0.151447
1279	2	-0.000450449	-0.0817377	-0.0980112	0.729863	-0.627918	0.0813206	-1.67449e-05	-0.149475	0.240621	-0.573508	0.329306	0.149893
1280	2	-0.000342318	-0.080255	-0.0971264	0.730598	-0.629469	0.080311	-2.07782e-06	-0.147957	0.239864	-0.57421	0.331239	0.148471
1281	2	-0.000295111	-0.0788031	-0.0963024	0.731386	-0.631015	0.0790241	1.84502e-05	-0.146545	0.239475	-0.575304	0.333184	0.147012
1282	2	-0.000296022	-0.0773587	-0.0952746	0.732069	-0.632628	0.0774046	2.27193e-05	-0.145129	0.239215	-0.576795	0.335336	0.145237
1283	2	-0.000301732	-0.0757594	-0.0943388	0.732689	-0.634167	0.0757651	-4.06531e-05	-0.14357	0.239208	-0.578514	0.33766	0.14376
1284	2	-0.000453402	-0.0740384	-0.0929812	0.733189	-0.636029	0.0739567	7.57135e-05	-0.141581	0.239456	-0.58069	0.340166	0.142087
1285	2	-0.000409374	-0.0723845	-0.0919547	0.733752	-0.637736	0.0724645	-2.40834e-05	-0.139542	0.239861	-0.582771	0.342337	0.140449
1286	2	-0.000302554	-0.0707926	-0.0906368	0.734281	-0.639619	0.0708025	-0.000134565	-0.137622	0.239968	-0.584985	0.344877	0.138681
1287	2	-0.000223085	-0.0692128	-0.0895513	0.734752	-0.64141	0.0695084	-7.71576e-05	-0.135681	0.240163	-0.586887	0.347427	0.136922
1288	2	-2.43469e-05	-0.0676403	-0.0884721	0.735473	-0.643357	0.0680022	-0.000107046	-0.134079	0.240151	-0.588942	0.349871	0.135128
1289	2	7.74053e-05	-0.0658193	-0.0872721	0.736181	-0.645347	0.0660969	-4.54589e-05	-0.132323	0.239966	-0.591206	0.352342	0.133297
1290	2	0.00010006	-0.0640091	-0.0862224	0.736675	-0.647181	0.0641209	-5.87056e-06	-0.130537	0.239936	-0.593492	0.354845	0.131424
1291	2	0.000104746	-0.0620012	-0.0851288	0.737053	-0.648911	0.0621546	-3.36006e-05	-0.128423	0.239827	-0.595871	0.357374	0.129507
1292	2	6.65478e-05	-0.0600377	-0.0839594	0.73742	-0.650631	0.0601316	-6.89067e-05	-0.126354	0.239654	-0.598326	0.359936	0.127551
