walking_tick_	current_step_num_	current_link_q_leg_(0)	current_link_q_leg_(1)	current_link_q_leg_(2)	current_link_q_leg_(3)	current_link_q_leg_(4)	current_link_q_leg_(5)	current_link_q_leg_(6)	current_link_q_leg_(7)	current_link_q_leg_(8)	current_link_q_leg_(9)	current_link_q_leg_(10)	current_link_q_leg_(11)
156	0	9.93586e-07	0.0353453	-0.0628447	0.739121	-0.674284	-0.0351151	3.75102e-07	-0.0353752	0.0629013	-0.739205	0.674308	0.0350378
157	0	1.49899e-06	0.0353457	-0.0632012	0.739146	-0.673918	-0.0351154	-5.40344e-07	-0.0353748	0.0632578	-0.73923	0.673942	0.0350375
158	0	1.0017e-06	0.035347	-0.0635967	0.739177	-0.673548	-0.0351157	-9.23195e-07	-0.0353737	0.0636533	-0.739261	0.673572	0.0350369
159	0	-2.01639e-07	0.0353489	-0.0640051	0.739202	-0.67317	-0.0351161	-1.43986e-06	-0.035372	0.0640616	-0.739285	0.673194	0.0350366
160	0	-6.91205e-08	0.0353488	-0.0644	0.739221	-0.672791	-0.0351159	-1.15733e-06	-0.0353721	0.0644564	-0.739303	0.672814	0.035037
161	0	2.89165e-07	0.0353467	-0.0647957	0.739239	-0.672409	-0.0351151	-7.37884e-07	-0.0353742	0.0648522	-0.739322	0.672432	0.035038
162	0	3.37747e-07	0.0353454	-0.0651757	0.739259	-0.67205	-0.0351145	-3.17944e-07	-0.0353756	0.0652325	-0.739342	0.672073	0.0350386
163	0	7.49465e-07	0.0353451	-0.0656414	0.739278	-0.671623	-0.0351145	1.20552e-06	-0.0353759	0.0656981	-0.739362	0.671647	0.0350386
164	0	2.07797e-06	0.0353456	-0.0660198	0.739292	-0.671211	-0.035115	2.28708e-07	-0.0353751	0.0660764	-0.739376	0.671235	0.0350384
165	0	2.43992e-06	0.0353459	-0.0663719	0.739322	-0.670839	-0.0351151	-1.45646e-06	-0.035375	0.0664286	-0.739405	0.670863	0.0350378
166	0	3.99794e-07	0.0353475	-0.06679	0.739356	-0.670457	-0.0351155	-2.73693e-06	-0.0353738	0.0668471	-0.739439	0.67048	0.0350371
167	0	-2.66295e-07	0.0353496	-0.0672082	0.739377	-0.670068	-0.0351161	-2.39542e-06	-0.0353719	0.067265	-0.739459	0.670091	0.0350367
168	0	7.59221e-07	0.0353486	-0.0676065	0.739389	-0.669678	-0.035116	-1.08783e-06	-0.0353729	0.067663	-0.739471	0.669701	0.0350374
169	0	8.6815e-07	0.0353459	-0.068011	0.739402	-0.669285	-0.0351152	-6.04492e-07	-0.0353755	0.0680679	-0.739485	0.669308	0.0350384
170	0	8.96396e-07	0.0353452	-0.0684246	0.739417	-0.668887	-0.0351149	-1.15315e-07	-0.0353762	0.0684818	-0.739501	0.668911	0.0350386
171	0	1.92042e-06	0.0353458	-0.0688585	0.739432	-0.66846	-0.0351151	7.43682e-07	-0.0353755	0.0689154	-0.739516	0.668484	0.0350382
172	0	2.65349e-06	0.0353458	-0.0692285	0.73945	-0.668072	-0.0351152	-6.49412e-08	-0.0353754	0.0692853	-0.739534	0.668096	0.0350381
173	0	1.63235e-06	0.035346	-0.0696356	0.739474	-0.667681	-0.0351151	-1.17518e-06	-0.0353754	0.0696926	-0.739558	0.667705	0.0350378
174	0	-1.05446e-07	0.0353482	-0.0700292	0.739492	-0.667312	-0.0351157	-2.28008e-06	-0.0353733	0.0700864	-0.739574	0.667334	0.0350373
175	0	-1.24004e-07	0.0353494	-0.0705149	0.739501	-0.666846	-0.0351163	-1.4914e-06	-0.0353721	0.0705718	-0.739583	0.666869	0.0350372
176	0	1.4382e-06	0.035348	-0.0708404	0.739509	-0.666462	-0.035116	-2.76153e-06	-0.0353733	0.0708974	-0.739591	0.666484	0.0350378
177	0	1.75736e-06	0.0353456	-0.0712502	0.739536	-0.666072	-0.0351149	-1.97071e-06	-0.035376	0.0713076	-0.739619	0.666095	0.0350382
178	0	6.18121e-07	0.0353462	-0.0717014	0.739554	-0.665668	-0.0351149	-9.90818e-07	-0.0353755	0.071759	-0.739637	0.665691	0.0350381
179	0	1.90894e-06	0.035347	-0.0721178	0.739558	-0.665263	-0.0351154	9.03846e-07	-0.0353746	0.0721747	-0.739641	0.665286	0.0350381
180	0	2.16289e-06	0.0353453	-0.0725188	0.739562	-0.664859	-0.0351152	8.93234e-07	-0.0353762	0.0725758	-0.739646	0.664882	0.0350385
181	0	5.58881e-07	0.035345	-0.0729282	0.739571	-0.664453	-0.0351153	-8.75752e-07	-0.0353764	0.0729859	-0.739655	0.664476	0.0350384
182	0	2.97328e-07	0.0353474	-0.0733399	0.739581	-0.664046	-0.035116	-1.31552e-06	-0.0353739	0.0733975	-0.739664	0.664068	0.0350374
183	0	1.1418e-06	0.0353487	-0.0737524	0.739591	-0.663637	-0.0351164	-5.98315e-07	-0.0353727	0.0738094	-0.739674	0.663659	0.0350369
184	0	1.28126e-06	0.0353473	-0.0741678	0.7396	-0.663227	-0.0351158	-4.08487e-07	-0.035374	0.0742248	-0.739683	0.663249	0.0350373
185	0	8.85846e-07	0.035347	-0.074541	0.73961	-0.662828	-0.0351155	-2.12297e-06	-0.0353743	0.0745985	-0.739692	0.662851	0.0350376
186	0	2.5576e-07	0.0353485	-0.0749531	0.739625	-0.662427	-0.0351156	-2.46277e-06	-0.035373	0.0750107	-0.739708	0.662449	0.0350374
187	0	-4.86343e-07	0.0353482	-0.0754498	0.739632	-0.661977	-0.0351154	-8.7795e-07	-0.0353735	0.0755073	-0.739715	0.661999	0.0350377
188	0	1.17905e-06	0.0353458	-0.0758227	0.739626	-0.661569	-0.0351149	-5.16742e-07	-0.0353756	0.0758802	-0.739709	0.661591	0.0350389
189	0	2.38905e-06	0.0353435	-0.0762176	0.739633	-0.661163	-0.0351144	1.09596e-07	-0.0353778	0.0762752	-0.739717	0.661186	0.0350392
190	0	1.11138e-06	0.0353453	-0.0766491	0.739643	-0.66075	-0.035115	-3.63087e-07	-0.0353761	0.076707	-0.739727	0.660773	0.0350383
191	0	1.16971e-06	0.0353482	-0.0770692	0.739646	-0.660335	-0.0351162	2.44949e-08	-0.0353731	0.0771266	-0.739729	0.660358	0.0350371
192	0	1.28606e-06	0.0353477	-0.0774784	0.739647	-0.659921	-0.0351163	-1.27787e-08	-0.0353736	0.0775357	-0.73973	0.659943	0.035037
193	0	6.48698e-07	0.0353466	-0.0778734	0.739651	-0.65949	-0.0351159	-2.31093e-06	-0.0353746	0.0779314	-0.739734	0.659512	0.0350373
194	0	9.13646e-08	0.0353479	-0.0782904	0.739662	-0.659082	-0.0351159	-2.50346e-06	-0.0353734	0.0783484	-0.739745	0.659104	0.0350371
195	0	4.08287e-07	0.0353492	-0.0787429	0.739664	-0.658639	-0.035116	-1.4617e-06	-0.0353723	0.0788004	-0.739746	0.65866	0.0350371
196	0	1.98813e-06	0.0353472	-0.0791172	0.739663	-0.658235	-0.0351152	-9.05083e-07	-0.0353741	0.0791745	-0.739745	0.658256	0.0350382
197	0	1.77073e-06	0.0353445	-0.0795305	0.739667	-0.657826	-0.0351143	-6.61827e-07	-0.0353769	0.0795883	-0.73975	0.657848	0.035039
198	0	3.33629e-07	0.0353454	-0.0799372	0.739668	-0.657438	-0.0351146	-8.62438e-07	-0.035376	0.0799954	-0.739751	0.65746	0.0350387
199	0	7.86134e-07	0.0353468	-0.0804362	0.739657	-0.656949	-0.0351156	6.79556e-07	-0.0353745	0.080494	-0.73974	0.656971	0.035038
200	0	2.38685e-06	0.035346	-0.080763	0.739649	-0.656547	-0.0351158	-9.53242e-07	-0.0353749	0.0808208	-0.739732	0.656569	0.0350379
201	0	2.05156e-06	0.035345	-0.081169	0.739662	-0.656141	-0.0351154	-1.45521e-06	-0.0353761	0.0812273	-0.739746	0.656163	0.0350375
202	0	-3.27903e-08	0.0353478	-0.0816165	0.739667	-0.655722	-0.035116	-1.94032e-06	-0.0353735	0.0816748	-0.73975	0.655744	0.0350366
203	0	7.409e-07	0.0353502	-0.0820296	0.739658	-0.655303	-0.0351167	-8.38199e-07	-0.0353711	0.0820871	-0.73974	0.655324	0.0350364
204	0	1.08982e-06	0.0353477	-0.0824305	0.739649	-0.654884	-0.0351159	-6.83268e-07	-0.0353735	0.082488	-0.739731	0.654905	0.0350375
205	0	3.19682e-08	0.0353453	-0.0828654	0.739642	-0.654434	-0.0351149	-1.82542e-06	-0.0353758	0.082924	-0.739724	0.654455	0.0350385
206	0	7.44317e-07	0.0353463	-0.083219	0.739639	-0.654052	-0.035115	-2.04717e-06	-0.0353747	0.0832775	-0.739721	0.654073	0.0350383
207	0	2.28062e-06	0.0353468	-0.0836575	0.739641	-0.653609	-0.035115	-3.43283e-07	-0.0353743	0.0837153	-0.739723	0.65363	0.0350379
208	0	1.8734e-06	0.0353453	-0.084087	0.739636	-0.653187	-0.0351148	2.34106e-07	-0.0353759	0.084145	-0.739719	0.653209	0.0350382
209	0	1.25899e-06	0.0353452	-0.0844945	0.739623	-0.652766	-0.0351151	-2.87892e-07	-0.0353759	0.0845527	-0.739706	0.652788	0.0350382
210	0	4.92119e-07	0.035347	-0.0848712	0.739613	-0.652374	-0.0351159	-1.13007e-06	-0.035374	0.0849296	-0.739696	0.652396	0.0350375
211	0	-3.20436e-07	0.035348	-0.0853441	0.739601	-0.651909	-0.0351164	-7.93588e-07	-0.035373	0.0854026	-0.739684	0.651931	0.0350368
212	0	1.05088e-06	0.035347	-0.0857344	0.739586	-0.65146	-0.0351162	-1.40225e-06	-0.0353737	0.0857928	-0.739668	0.651482	0.0350372
213	0	2.54699e-06	0.0353457	-0.0860937	0.739586	-0.651055	-0.0351154	-1.74055e-06	-0.035375	0.086152	-0.739669	0.651076	0.0350375
214	0	1.32893e-06	0.035347	-0.0865209	0.739591	-0.65064	-0.0351152	-1.92539e-06	-0.0353741	0.0865794	-0.739673	0.650661	0.0350372
215	0	6.16094e-07	0.035349	-0.0869673	0.739579	-0.650191	-0.0351156	-1.73686e-06	-0.0353722	0.0870256	-0.739661	0.650212	0.0350372
216	0	1.47389e-06	0.0353478	-0.0873247	0.739563	-0.649784	-0.0351154	-2.13338e-06	-0.0353733	0.087383	-0.739645	0.649804	0.035038
217	0	1.06712e-06	0.0353449	-0.0877282	0.739556	-0.649372	-0.0351146	-2.00946e-06	-0.0353762	0.0877871	-0.739639	0.649392	0.0350387
218	0	6.19337e-07	0.0353449	-0.0881564	0.739543	-0.64895	-0.0351148	-1.04674e-06	-0.0353762	0.0882155	-0.739626	0.648971	0.0350385
219	0	2.21953e-06	0.0353459	-0.0885662	0.739523	-0.648526	-0.0351155	1.04109e-06	-0.035375	0.0886245	-0.739606	0.648547	0.0350379
220	0	2.81205e-06	0.0353451	-0.0889681	0.739505	-0.648102	-0.0351157	1.55647e-06	-0.0353756	0.0890264	-0.739588	0.648123	0.0350376
221	0	1.73521e-06	0.0353455	-0.0893541	0.739491	-0.647661	-0.0351158	-1.33146e-06	-0.0353751	0.089413	-0.739574	0.647683	0.0350371
222	0	4.08045e-07	0.0353483	-0.0897781	0.739484	-0.647219	-0.0351164	-2.95379e-06	-0.0353724	0.0898372	-0.739566	0.647239	0.0350362
223	0	2.75892e-07	0.0353503	-0.0901529	0.739474	-0.646811	-0.0351166	-3.82293e-06	-0.0353705	0.0902116	-0.739555	0.646831	0.035036
224	0	1.02011e-06	0.0353484	-0.0905531	0.739463	-0.6464	-0.0351156	-2.58237e-06	-0.0353726	0.0906115	-0.739544	0.64642	0.0350371
225	0	8.4165e-07	0.0353459	-0.0909658	0.739444	-0.645981	-0.0351146	-1.63104e-06	-0.0353751	0.0910246	-0.739526	0.646001	0.0350384
226	0	1.32323e-06	0.0353455	-0.091368	0.73942	-0.64556	-0.0351145	-5.0402e-07	-0.0353754	0.0914268	-0.739502	0.64558	0.0350388
227	0	2.11355e-06	0.0353449	-0.0917884	0.739395	-0.645109	-0.0351148	3.41626e-07	-0.0353757	0.0918473	-0.739478	0.64513	0.0350386
228	0	2.38543e-06	0.0353441	-0.0921528	0.739377	-0.644699	-0.0351149	-4.96017e-07	-0.0353764	0.092212	-0.739461	0.64472	0.0350382
229	0	1.99231e-06	0.0353444	-0.0925533	0.739365	-0.644286	-0.0351152	-6.71502e-07	-0.0353761	0.0926126	-0.739449	0.644307	0.0350374
230	0	1.03357e-06	0.035347	-0.0929616	0.739347	-0.643868	-0.0351161	-1.06215e-06	-0.0353736	0.0930208	-0.73943	0.643888	0.0350365
231	0	8.80587e-07	0.0353491	-0.0933504	0.739323	-0.64345	-0.0351168	-1.33773e-06	-0.0353715	0.0934091	-0.739405	0.64347	0.035036
232	0	3.97575e-07	0.0353486	-0.0937359	0.7393	-0.643033	-0.0351165	-1.99616e-06	-0.0353719	0.0937948	-0.739381	0.643053	0.0350364
233	0	-1.11965e-08	0.0353473	-0.0941512	0.739275	-0.642586	-0.0351157	-2.4283e-06	-0.0353732	0.0942105	-0.739357	0.642606	0.0350372
234	0	1.09513e-06	0.0353467	-0.0945107	0.739256	-0.642179	-0.0351151	-2.26477e-06	-0.0353736	0.0945699	-0.739338	0.642198	0.0350377
235	0	1.95985e-06	0.0353456	-0.0949076	0.73924	-0.641768	-0.0351144	-8.35902e-07	-0.0353748	0.0949667	-0.739323	0.641788	0.035038
236	0	1.58504e-06	0.0353448	-0.0953152	0.739218	-0.641351	-0.0351142	-2.11976e-07	-0.0353758	0.0953744	-0.7393	0.641372	0.0350383
237	0	1.57001e-06	0.035345	-0.0957006	0.739188	-0.640936	-0.0351147	-1.53636e-07	-0.0353755	0.0957599	-0.739271	0.640956	0.0350382
238	0	1.30307e-06	0.0353456	-0.0960785	0.73916	-0.640521	-0.0351154	-7.11299e-07	-0.0353748	0.0961379	-0.739243	0.640542	0.0350377
239	0	7.42708e-07	0.0353463	-0.0964637	0.739135	-0.640106	-0.0351159	-1.30839e-06	-0.035374	0.0965232	-0.739218	0.640126	0.035037
240	0	8.35332e-07	0.0353468	-0.0968512	0.73911	-0.63969	-0.0351162	-1.14427e-06	-0.0353734	0.0969107	-0.739192	0.63971	0.0350365
241	0	1.19597e-06	0.035347	-0.0972366	0.739084	-0.639274	-0.0351161	-7.69166e-07	-0.0353732	0.0972959	-0.739166	0.639294	0.0350364
242	0	1.60678e-06	0.0353473	-0.0976024	0.739058	-0.638844	-0.0351159	-1.92881e-06	-0.0353728	0.0976617	-0.73914	0.638863	0.0350365
243	0	9.58053e-07	0.0353475	-0.0979847	0.73904	-0.638439	-0.0351154	-2.33033e-06	-0.0353728	0.0980442	-0.739122	0.638458	0.0350368
244	0	1.73303e-07	0.0353474	-0.0983794	0.739015	-0.638029	-0.0351151	-2.26046e-06	-0.035373	0.098439	-0.739096	0.638048	0.0350373
245	0	9.94996e-07	0.0353461	-0.0987563	0.738982	-0.637618	-0.0351146	-1.24321e-06	-0.0353742	0.0988157	-0.739064	0.637638	0.0350381
246	0	2.18383e-06	0.0353446	-0.0990896	0.738953	-0.637221	-0.0351143	-1.38389e-06	-0.0353757	0.0991491	-0.739035	0.63724	0.0350386
247	0	2.14929e-06	0.0353446	-0.0994887	0.73893	-0.636792	-0.0351146	-1.13462e-06	-0.0353757	0.0995485	-0.739012	0.636812	0.035038
248	0	1.41505e-06	0.035346	-0.0998599	0.738904	-0.636412	-0.0351153	-6.48179e-07	-0.0353743	0.0999197	-0.738986	0.636432	0.0350371
249	0	1.19889e-06	0.0353464	-0.100273	0.738867	-0.635992	-0.0351159	7.22853e-07	-0.0353738	0.100333	-0.738949	0.636012	0.0350367
250	0	1.08649e-06	0.0353454	-0.100658	0.738821	-0.635547	-0.035116	-1.80723e-07	-0.0353745	0.100718	-0.738904	0.635567	0.0350368
251	0	1.29222e-06	0.035346	-0.100974	0.738792	-0.635151	-0.035116	-2.42987e-06	-0.0353737	0.101034	-0.738874	0.63517	0.0350366
252	0	9.67529e-07	0.0353478	-0.101343	0.738775	-0.634752	-0.0351159	-2.9899e-06	-0.035372	0.101403	-0.738857	0.634771	0.035036
253	0	1.22461e-06	0.035349	-0.101692	0.738753	-0.634361	-0.0351157	-3.2235e-06	-0.0353711	0.101752	-0.738834	0.634379	0.0350362
254	0	1.56723e-06	0.0353472	-0.10209	0.738724	-0.633956	-0.0351148	-1.29328e-06	-0.0353732	0.10215	-0.738805	0.633975	0.0350373
255	0	6.75768e-07	0.0353453	-0.102463	0.738683	-0.63355	-0.0351143	-1.48069e-06	-0.0353749	0.102522	-0.738764	0.633569	0.0350384
256	0	1.1942e-06	0.0353452	-0.102827	0.73864	-0.633122	-0.0351146	-1.63471e-06	-0.0353748	0.102887	-0.738722	0.633141	0.0350384
257	0	2.20085e-06	0.035345	-0.103152	0.738611	-0.632733	-0.0351149	-1.7958e-06	-0.0353749	0.103212	-0.738693	0.632753	0.0350378
258	0	2.554e-06	0.0353442	-0.1035	0.738589	-0.632368	-0.0351149	-7.22086e-07	-0.0353757	0.10356	-0.738672	0.632388	0.0350373
259	0	2.48919e-06	0.0353446	-0.103897	0.738555	-0.631945	-0.0351153	-3.58094e-08	-0.0353755	0.103957	-0.738637	0.631965	0.0350368
260	0	1.98945e-06	0.0353467	-0.104245	0.738516	-0.631552	-0.0351161	-7.30841e-07	-0.0353732	0.104305	-0.738598	0.631571	0.0350362
261	0	7.17526e-07	0.0353486	-0.104586	0.738479	-0.631161	-0.0351166	-2.43844e-06	-0.0353713	0.104646	-0.738561	0.63118	0.0350358
262	0	-2.67351e-07	0.0353487	-0.104936	0.738445	-0.63077	-0.0351163	-3.45765e-06	-0.0353712	0.104996	-0.738526	0.630789	0.035036
263	0	7.20931e-07	0.0353468	-0.105308	0.738407	-0.630353	-0.0351153	-2.50566e-06	-0.035373	0.105368	-0.738489	0.630371	0.0350369
264	0	2.54551e-06	0.035345	-0.105625	0.738375	-0.629974	-0.0351143	-1.67523e-06	-0.0353747	0.105685	-0.738456	0.629993	0.0350378
265	0	2.89378e-06	0.0353445	-0.105973	0.738346	-0.629594	-0.035114	-9.75003e-07	-0.0353753	0.106033	-0.738428	0.629613	0.0350379
266	0	1.74004e-06	0.0353457	-0.10633	0.738311	-0.629211	-0.0351145	-1.31279e-06	-0.0353743	0.10639	-0.738393	0.62923	0.0350376
267	0	1.37575e-06	0.0353462	-0.106669	0.73827	-0.628829	-0.0351151	-1.55755e-06	-0.0353737	0.106729	-0.738352	0.628848	0.0350372
268	0	1.31133e-06	0.0353453	-0.107002	0.73823	-0.628449	-0.0351153	-1.73394e-06	-0.0353746	0.107063	-0.738312	0.628468	0.0350372
269	0	1.24287e-06	0.035345	-0.10734	0.738192	-0.628069	-0.0351155	-1.72474e-06	-0.0353748	0.1074	-0.738274	0.628088	0.0350369
270	0	1.60354e-06	0.0353461	-0.107657	0.738157	-0.627717	-0.0351159	-1.13209e-06	-0.0353735	0.107718	-0.738239	0.627735	0.0350363
271	0	1.74752e-06	0.0353469	-0.108044	0.738112	-0.627302	-0.0351161	-2.60493e-08	-0.0353727	0.108104	-0.738194	0.627321	0.035036
272	0	1.73342e-06	0.0353467	-0.108341	0.738071	-0.62693	-0.0351158	-1.51105e-06	-0.0353727	0.108402	-0.738152	0.626949	0.0350363
273	0	1.30343e-06	0.0353463	-0.108655	0.738039	-0.626564	-0.0351151	-2.68468e-06	-0.0353732	0.108715	-0.73812	0.626582	0.0350366
274	0	2.03821e-07	0.0353469	-0.108993	0.738007	-0.626196	-0.0351149	-3.34976e-06	-0.0353728	0.109054	-0.738088	0.626213	0.0350367
275	0	9.94077e-07	0.0353471	-0.109319	0.737968	-0.625828	-0.0351148	-2.35716e-06	-0.0353726	0.10938	-0.738049	0.625846	0.0350371
276	0	2.22843e-06	0.0353453	-0.109634	0.737927	-0.625464	-0.0351144	-1.17045e-06	-0.0353744	0.109695	-0.738008	0.625482	0.0350377
277	0	2.10015e-06	0.035344	-0.109953	0.737886	-0.625101	-0.0351143	-1.10588e-06	-0.0353756	0.110013	-0.737968	0.62512	0.0350379
278	0	1.68538e-06	0.0353449	-0.110272	0.737847	-0.62474	-0.0351149	-1.23579e-06	-0.0353746	0.110333	-0.737929	0.624758	0.0350372
279	0	1.62384e-06	0.0353461	-0.110589	0.737807	-0.62438	-0.0351156	-1.14777e-06	-0.0353734	0.11065	-0.737889	0.624399	0.0350364
280	0	1.70696e-06	0.0353456	-0.110919	0.737764	-0.623999	-0.0351157	-1.28972e-06	-0.0353738	0.110979	-0.737846	0.624017	0.0350362
281	0	1.8382e-06	0.0353457	-0.111196	0.737728	-0.623656	-0.0351156	-2.37868e-06	-0.0353736	0.111257	-0.73781	0.623674	0.0350362
282	0	1.60215e-06	0.0353471	-0.1115	0.737695	-0.623313	-0.0351156	-2.60831e-06	-0.0353724	0.111561	-0.737777	0.623331	0.035036
283	0	1.07008e-06	0.0353481	-0.111815	0.737658	-0.622967	-0.0351156	-2.47534e-06	-0.0353715	0.111876	-0.737739	0.622984	0.0350361
284	0	1.2082e-06	0.0353472	-0.112099	0.737618	-0.622646	-0.0351151	-1.94649e-06	-0.0353724	0.112159	-0.737698	0.622663	0.0350368
285	0	1.51927e-06	0.0353448	-0.112411	0.737571	-0.622279	-0.0351143	-1.68205e-06	-0.0353747	0.112472	-0.737653	0.622297	0.0350377
286	0	1.52415e-06	0.0353442	-0.112709	0.73753	-0.621938	-0.0351142	-1.49631e-06	-0.0353752	0.112771	-0.737612	0.621956	0.0350377
287	0	1.77269e-06	0.0353448	-0.112969	0.737495	-0.621645	-0.0351146	-9.69845e-07	-0.0353745	0.113031	-0.737577	0.621663	0.0350372
288	0	1.77344e-06	0.0353446	-0.113353	0.737442	-0.621241	-0.035115	5.76743e-07	-0.0353747	0.113414	-0.737524	0.621259	0.0350368
289	0	2.38329e-06	0.035345	-0.113577	0.737396	-0.620914	-0.0351154	-1.65421e-06	-0.035374	0.113638	-0.737478	0.620932	0.0350365
290	0	2.30142e-06	0.035346	-0.113834	0.737369	-0.620596	-0.0351155	-3.05591e-06	-0.0353731	0.113895	-0.73745	0.620614	0.0350358
291	0	2.43801e-07	0.0353484	-0.114137	0.73734	-0.620273	-0.0351159	-4.20382e-06	-0.035371	0.114199	-0.737421	0.62029	0.0350352
292	0	6.66337e-07	0.0353493	-0.114422	0.7373	-0.61995	-0.0351159	-3.23957e-06	-0.0353703	0.114483	-0.73738	0.619967	0.0350355
293	0	1.89023e-06	0.0353464	-0.114688	0.737257	-0.619633	-0.035115	-1.96602e-06	-0.0353731	0.114749	-0.737337	0.61965	0.0350369
294	0	2.04923e-06	0.035344	-0.114947	0.737216	-0.619306	-0.035114	-2.51266e-06	-0.0353754	0.115009	-0.737297	0.619323	0.0350379
295	0	2.12738e-06	0.0353445	-0.115223	0.737181	-0.618999	-0.0351141	-1.77686e-06	-0.035375	0.115284	-0.737263	0.619017	0.0350375
296	0	2.45386e-06	0.0353452	-0.115503	0.737142	-0.61869	-0.0351146	-5.95322e-07	-0.0353743	0.115564	-0.737224	0.618708	0.0350371
297	0	2.87294e-06	0.0353441	-0.115765	0.737098	-0.618385	-0.0351147	-8.86509e-08	-0.0353753	0.115826	-0.73718	0.618403	0.035037
298	0	2.16704e-06	0.0353439	-0.116016	0.737056	-0.618084	-0.035115	-1.16237e-06	-0.0353753	0.116078	-0.737138	0.618102	0.0350367
299	0	1.04121e-06	0.0353464	-0.116252	0.73702	-0.617807	-0.0351158	-2.5051e-06	-0.0353728	0.116313	-0.737102	0.617824	0.0350358
300	0	7.22045e-07	0.0353484	-0.116554	0.736974	-0.617463	-0.0351163	-2.51283e-06	-0.0353707	0.116615	-0.737055	0.61748	0.0350351
301	0	1.76686e-06	0.0353472	-0.116752	0.736938	-0.617184	-0.0351155	-3.42655e-06	-0.0353718	0.116813	-0.737018	0.6172	0.0350358
302	0	2.10315e-06	0.0353448	-0.11699	0.736911	-0.616907	-0.0351141	-3.18313e-06	-0.0353744	0.117051	-0.736992	0.616924	0.0350368
303	0	1.09423e-06	0.0353451	-0.117253	0.736878	-0.616626	-0.0351137	-2.98921e-06	-0.0353743	0.117315	-0.736959	0.616643	0.0350373
304	0	1.78309e-06	0.0353457	-0.117492	0.736836	-0.616348	-0.0351138	-1.89947e-06	-0.0353737	0.117553	-0.736917	0.616365	0.0350377
305	0	2.50674e-06	0.0353433	-0.117716	0.736795	-0.616076	-0.0351132	-1.26157e-06	-0.0353761	0.117778	-0.736876	0.616093	0.0350386
306	0	2.13282e-06	0.0353409	-0.117957	0.736754	-0.615788	-0.0351125	-1.63132e-06	-0.0353784	0.118019	-0.736836	0.615806	0.0350392
307	0	2.43762e-06	0.0353419	-0.118163	0.736719	-0.61553	-0.0351128	-1.95079e-06	-0.0353773	0.118225	-0.736802	0.615547	0.0350387
308	0	2.70388e-06	0.0353433	-0.118385	0.736688	-0.615274	-0.035113	-1.49032e-06	-0.0353759	0.118447	-0.73677	0.615291	0.0350382
309	0	1.90693e-06	0.0353427	-0.118626	0.736651	-0.615001	-0.0351124	-1.81918e-06	-0.0353765	0.118687	-0.736732	0.615018	0.0350387
310	0	1.37225e-06	0.0353417	-0.118817	0.736615	-0.614757	-0.0351113	-3.00023e-06	-0.0353775	0.118879	-0.736696	0.614774	0.0350399
311	0	9.03897e-07	0.0353409	-0.118996	0.736587	-0.61455	-0.0351101	-3.32023e-06	-0.0353783	0.119058	-0.736668	0.614566	0.035041
312	0	3.09935e-07	0.0353389	-0.119282	0.736542	-0.614258	-0.0351082	-1.94525e-06	-0.0353804	0.119344	-0.736623	0.614274	0.0350431
313	0	1.92757e-06	0.0353361	-0.119444	0.7365	-0.614023	-0.0351062	-1.84053e-06	-0.0353829	0.119506	-0.736581	0.614039	0.0350453
314	0	3.1975e-06	0.0353323	-0.119625	0.736471	-0.613795	-0.0351038	-1.29096e-06	-0.0353867	0.119687	-0.736553	0.613811	0.0350474
315	0	1.8134e-06	0.0353309	-0.11984	0.736444	-0.613564	-0.0351022	-1.84876e-06	-0.0353882	0.119902	-0.736525	0.613581	0.0350487
316	0	1.52137e-06	0.035331	-0.120038	0.736409	-0.613337	-0.0351011	-1.7857e-06	-0.0353882	0.1201	-0.73649	0.613353	0.03505
317	0	1.76932e-06	0.0353285	-0.120218	0.736373	-0.613115	-0.0350992	-1.7518e-06	-0.0353906	0.12028	-0.736454	0.613131	0.035052
318	0	1.07453e-06	0.0353246	-0.120401	0.73634	-0.612897	-0.0350964	-2.40631e-06	-0.0353944	0.120463	-0.73642	0.612913	0.0350548
319	0	1.13985e-06	0.0353222	-0.120577	0.736308	-0.612675	-0.0350935	-2.83668e-06	-0.0353968	0.120639	-0.736387	0.61269	0.0350577
320	0	1.66077e-06	0.03532	-0.120747	0.736281	-0.612482	-0.0350906	-1.93755e-06	-0.035399	0.120808	-0.73636	0.612497	0.0350604
321	0	1.78321e-06	0.0353154	-0.120944	0.736248	-0.612262	-0.0350864	-1.16973e-06	-0.0354036	0.121005	-0.736326	0.612277	0.0350646
322	0	1.48479e-06	0.0353101	-0.121118	0.736214	-0.612059	-0.035082	-1.23077e-06	-0.0354089	0.121178	-0.736292	0.612074	0.0350691
323	0	1.0622e-06	0.0353061	-0.121273	0.736183	-0.611875	-0.035078	-1.65889e-06	-0.0354128	0.121333	-0.73626	0.611888	0.0350731
324	0	8.28726e-07	0.0353018	-0.121463	0.736148	-0.61166	-0.0350734	-1.44944e-06	-0.0354171	0.121523	-0.736224	0.611673	0.0350777
325	0	1.38157e-06	0.035297	-0.12161	0.736116	-0.611469	-0.0350688	-1.56943e-06	-0.0354218	0.12167	-0.736192	0.611482	0.0350823
326	0	1.92074e-06	0.0352911	-0.121763	0.73609	-0.611284	-0.0350636	-1.33151e-06	-0.0354277	0.121822	-0.736164	0.611296	0.0350873
